timestamp,txn_id,name,account_number,account_type,mobile_number,pincode,narration,trans_type,amount,ip_address,device,receiver_account,is_fraud,fraud_type,account_age_days,receiver_name,receiver_pincode,velocity_l6h,churn_rate,ip_account_density,amount_deviation_ratio,daily_limit_fraction,user_risk_score,device_trust_score,is_rooted_or_emulator,device_risk_score,merchant_chargeback_rate,merchant_risk_score,is_vpn_or_proxy,network_risk_score,risk_score,bank_name,receiver_bank
2025-07-01 14:23:37,SB3000405,Rekha Singh,SB4153336,Savings,9398326747,682001,Purchase,NEFT,837.7,98.52.75.119,iPhone 15,SB24790683,0,Normal,273,Priya Nair,682001,2,0.137,1,0.24,0.106,10.3,70,0,23.5,0.009,13.6,0,7.3,12.5,State Bank of India,State Bank of India
2025-07-01 13:23:42,SB3000308,Deepa Krishnan,SB7005668,Current,9290252696,682001,Purchase,IMPS,4919.3,51.236.189.240,OnePlus 12,SB69670203,0,Normal,154,Rekha Singh,682001,3,0.104,2,0.3,0.142,7.9,90,0,17.5,0.041,9.4,0,19.7,19.5,State Bank of India,State Bank of India
2025-07-01 10:34:48,SB3000104,Puneet Arora,YS00022643,Salary,9384602384,800001,Layered Transfer,UPI,47195.12,20.192.157.27,Windows 11 PC,SB00009199,1,Mule Chain,5,Sakthi Prakash,600001,21,0.372,3,1.48,0.871,66.2,40,0,91.4,0.256,84.5,1,76.0,92.9,YES Bank,State Bank of India
2025-07-01 10:09:38,SB3000076,Nirav Modi,ID00070352,Current,9369953851,160001,Layered Transfer,NEFT,44998.67,158.30.17.215,Samsung Galaxy A54,PN00039469,1,Mule Chain,2,Dinesh Patel,411001,21,0.248,8,0.96,0.956,55.4,70,1,62.1,0.291,92.7,1,83.1,75.4,IDFC FIRST Bank,Punjab National Bank
2025-07-01 13:12:02,SB3000289,Rekha Singh,SB7572195,Savings,9458468773,226001,Purchase,UPI,531.26,202.221.212.218,Oppo A78,SB87666600,0,Normal,455,Vijay Kumar,226001,1,0.197,2,0.25,0.145,19.0,80,0,9.6,0.008,5.4,0,13.6,13.3,State Bank of India,State Bank of India
2025-07-01 13:16:54,SB3000296,Rahul Gupta,SB7786479,Savings,9423766892,641001,Purchase,UPI,204.11,105.199.64.134,Motorola G84,SB48108152,0,Normal,259,Arjun Sharma,641001,3,0.21,2,0.33,0.032,5.4,90,0,16.9,0.016,20.5,0,15.9,19.8,State Bank of India,State Bank of India
2025-07-01 12:32:46,SB3000236,Nirav Modi,ID00070352,Savings,9369953851,160001,Shared Device Txn,IMPS,46045.73,103.27.145.232,Xiaomi Redmi Note 13,SB45884163,1,Shared Device,11,Harish Bhandari,302001,10,0.263,6,1.03,0.9,84.9,40,0,76.8,0.283,85.6,1,87.5,86.1,IDFC FIRST Bank,State Bank of India
2025-07-01 13:39:35,SB3000336,Rekha Singh,SB4181393,Savings,9113780688,500001,Purchase,IMPS,3657.24,115.251.207.237,Vivo T2,SB62968985,0,Normal,530,Deepa Krishnan,500001,2,0.198,1,0.22,0.008,18.8,80,0,23.6,0.012,20.3,0,19.4,16.6,State Bank of India,State Bank of India
2025-07-01 15:08:12,SB3000475,Lakshmi Iyer,SB7777424,Current,9912638078,380001,Purchase,NEFT,1445.69,135.80.90.103,Xiaomi Mi 11X,SB10447935,0,Normal,422,Deepa Krishnan,380001,2,0.231,1,0.22,0.131,19.6,80,0,8.8,0.006,9.5,0,14.1,12.6,State Bank of India,State Bank of India
2025-07-01 11:15:46,SB3000147,Rajesh Gupta,CN00007630,Salary,9800235246,160001,Layered Transfer,IMPS,48405.85,56.152.191.246,Motorola G84,SB00009199,1,Mule Chain,10,Sakthi Prakash,600001,12,0.243,3,1.2,0.909,76.9,40,1,67.4,0.322,85.4,0,74.4,90.5,Canara Bank,State Bank of India
2025-07-01 12:38:27,SB3000247,Sakthi Prakash,SB00009199,Savings,9528853029,600001,Shared Device Txn,UPI,44164.97,103.27.145.232,Xiaomi Redmi Note 13,SB47207440,1,Shared Device,10,Vikas Sharma,641001,19,0.346,7,1.23,0.926,74.3,40,0,82.4,0.18,77.8,1,79.4,93.2,State Bank of India,State Bank of India
2025-07-01 09:12:39,SB3000011,Sandeep Jain,YS00037463,Savings,9969119330,400001,Layered Transfer,IMPS,48697.74,198.216.174.72,Samsung Galaxy M34,SB00009199,1,Mule Chain,10,Sakthi Prakash,600001,18,0.204,6,1.38,0.866,93.4,70,0,75.2,0.32,93.8,1,81.6,97.1,YES Bank,State Bank of India
2025-07-01 13:21:13,SB3000303,Deepa Krishnan,SB5314727,Savings,9223098723,682001,Purchase,UPI,2718.06,93.73.93.66,Samsung Galaxy M34,SB30700047,0,Normal,307,Lakshmi Iyer,682001,3,0.134,2,0.15,0.143,9.5,70,0,11.4,0.024,11.5,0,10.6,17.4,State Bank of India,State Bank of India
2025-07-01 13:13:32,SB3000291,Deepa Krishnan,SB3718341,Salary,9322488532,452001,Purchase,NEFT,3459.67,42.247.66.45,OnePlus 12,SB30980122,0,Normal,460,Rahul Gupta,452001,1,0.259,2,0.19,0.042,5.7,70,0,12.2,0.017,18.5,0,7.6,17.9,State Bank of India,State Bank of India
2025-07-01 14:05:59,SB3000380,Arjun Sharma,SB2305411,Current,9747670508,600001,Purchase,NEFT,159.68,92.83.54.17,OnePlus 12,SB90142849,0,Normal,155,Vijay Kumar,600001,1,0.21,1,0.17,0.017,13.6,70,0,16.3,0.041,5.9,0,9.7,19.2,State Bank of India,State Bank of India
2025-07-01 11:13:11,SB3000144,Mukesh Joshi,YS00056296,Savings,9297018781,302001,Layered Transfer,RTGS,46250.1,83.38.226.207,Samsung Galaxy S24,CN00007630,1,Mule Chain,10,Rajesh Gupta,160001,19,0.38,7,1.11,0.857,90.9,50,1,78.0,0.384,65.9,0,81.9,80.1,YES Bank,Canara Bank
2025-07-01 09:19:12,SB3000018,Sakthi Prakash,SB00009199,Savings,9209747451,600001,Layered Transfer,UPI,47528.42,192.137.20.196,Oppo A78,SB67985905,1,Mule Chain,10,Umesh Chandra,302001,22,0.521,4,1.5,0.915,87.6,40,1,72.2,0.2,83.5,0,71.5,91.6,State Bank of India,State Bank of India
2025-07-01 13:51:55,SB3000356,Lakshmi Iyer,SB3140306,Current,9110197828,452001,Purchase,IMPS,2577.56,59.64.73.97,MacBook Pro,SB45885781,0,Normal,177,Deepa Krishnan,452001,3,0.256,2,0.31,0.037,19.8,80,0,15.0,0.017,13.6,0,19.1,18.2,State Bank of India,State Bank of India
2025-07-01 14:22:54,SB3000404,Rekha Singh,SB2260713,Current,9164711124,560001,Purchase,UPI,85.38,75.239.197.49,Oppo A78,SB24030412,0,Normal,324,Rekha Singh,560001,3,0.252,2,0.33,0.062,11.8,70,0,22.0,0.01,7.6,0,18.8,10.8,State Bank of India,State Bank of India
2025-07-01 13:31:59,SB3000323,Deepa Krishnan,SB4783105,Current,9557112668,462001,Purchase,IMPS,3768.08,215.153.166.151,Samsung Galaxy S24,SB86178952,0,Normal,552,Priya Nair,462001,1,0.131,2,0.27,0.16,18.7,90,0,22.3,0.049,9.1,0,10.9,13.0,State Bank of India,State Bank of India
2025-07-01 11:36:50,SB3000173,Suresh Pillai,CN00008455,Current,9645276696,560001,Layered Transfer,IMPS,44651.1,145.96.164.5,iPhone 13,SB00009199,1,Mule Chain,10,Sakthi Prakash,600001,8,0.265,3,1.0,0.869,72.5,40,0,63.2,0.104,67.6,1,70.9,94.2,Canara Bank,State Bank of India
2025-07-01 15:04:06,SB3000469,Vijay Kumar,SB5483468,Savings,9414863712,400001,Purchase,NEFT,2096.96,134.166.152.163,Samsung Galaxy A54,SB89964091,0,Normal,207,Deepa Krishnan,400001,3,0.107,2,0.17,0.017,6.4,90,0,7.9,0.027,22.9,0,10.2,11.9,State Bank of India,State Bank of India
2025-07-01 15:01:45,SB3000466,Deepa Krishnan,SB9413034,Savings,9755590808,462001,Purchase,IMPS,3763.39,39.117.70.128,OnePlus 12,SB15938855,0,Normal,258,Vijay Kumar,462001,2,0.119,2,0.3,0.085,9.3,80,0,18.5,0.027,10.2,0,19.3,7.7,State Bank of India,State Bank of India
2025-07-01 09:15:57,SB3000014,Sandeep Jain,YS00037463,Current,9969119330,400001,Layered Transfer,IMPS,46075.68,198.216.174.72,Realme Narzo 60,SB00009199,1,Mule Chain,3,Sakthi Prakash,600001,25,0.533,8,0.93,0.882,74.4,60,0,89.1,0.189,72.6,1,60.5,87.8,YES Bank,State Bank of India
2025-07-01 10:00:02,SB3000065,Sakthi Prakash,SB00009199,Current,9528853029,600001,Layered Transfer,IMPS,49172.78,103.42.240.225,Google Pixel 8,SB11243818,1,Mule Chain,9,Satish Rao,530001,12,0.498,6,0.99,0.971,68.2,70,1,85.2,0.104,71.8,1,79.9,93.2,State Bank of India,State Bank of India
2025-07-01 10:59:41,SB3000131,Sakthi Prakash,SB00009199,Current,9204078666,600001,Layered Transfer,RTGS,45172.02,103.42.240.225,iPhone 15,SB36809908,1,Mule Chain,9,Kamlesh Shah,800001,14,0.441,6,1.03,0.85,81.9,40,1,65.2,0.127,77.9,0,91.7,90.5,State Bank of India,State Bank of India
2025-07-01 13:35:40,SB3000329,Anitha Reddy,SB1577888,Salary,9671551491,700001,Purchase,UPI,2221.45,32.52.199.177,Xiaomi Mi 11X,SB69590884,0,Normal,176,Priya Nair,700001,1,0.254,1,0.38,0.075,8.6,70,0,5.3,0.006,5.3,0,17.3,15.2,State Bank of India,State Bank of India
2025-07-01 12:22:06,SB3000220,Sakthi Prakash,SB00009199,Salary,9559225330,600001,Layered Transfer,IMPS,47189.73,103.42.240.225,iPhone 15,SB67881875,1,Mule Chain,11,Ramesh Babu,600001,16,0.472,3,1.43,0.872,80.6,40,1,69.3,0.31,91.7,0,78.0,97.6,State Bank of India,State Bank of India
2025-07-01 14:01:19,SB3000371,Vijay Kumar,SB6203625,Savings,9290840712,400001,Purchase,NEFT,3443.09,68.35.73.19,Vivo T2,SB42917412,0,Normal,382,Lakshmi Iyer,400001,1,0.245,1,0.32,0.162,14.0,80,0,12.7,0.01,5.3,0,17.5,19.0,State Bank of India,State Bank of India
2025-07-01 15:05:00,SB3000470,Rekha Singh,SB8691004,Savings,9182180063,800001,Purchase,NEFT,1876.52,57.51.195.132,Samsung Galaxy M34,SB55335089,0,Normal,476,Vijay Kumar,800001,2,0.18,1,0.39,0.051,14.8,70,0,21.7,0.025,7.3,0,7.9,8.9,State Bank of India,State Bank of India
2025-07-01 14:54:36,SB3000455,Deepa Krishnan,SB2311972,Salary,9329672688,800001,Purchase,UPI,4728.54,91.73.223.144,Oppo Reno 11,SB75779236,0,Normal,505,Vijay Kumar,800001,3,0.124,2,0.3,0.036,18.0,80,0,20.4,0.021,13.5,0,14.3,18.1,State Bank of India,State Bank of India
2025-07-01 13:23:59,SB3000309,Vijay Kumar,SB4507886,Savings,9310546588,452001,Purchase,IMPS,1992.51,91.252.87.142,OnePlus 12,SB98562013,0,Normal,528,Anitha Reddy,452001,1,0.218,1,0.14,0.187,17.8,90,0,19.6,0.017,22.0,0,5.3,19.5,State Bank of India,State Bank of India
2025-07-01 09:28:09,SB3000027,Mangesh Kadam,ID00076674,Savings,9306468299,560001,Layered Transfer,RTGS,46763.16,162.187.46.203,Xiaomi Redmi Note 13,HD00014238,1,Mule Chain,10,Yogesh Nair,302001,11,0.359,8,1.32,0.889,70.2,60,0,83.6,0.241,81.7,1,92.0,80.3,IDFC FIRST Bank,HDFC Bank
2025-07-01 11:45:13,SB3000183,Sanjay,SB00009100,Salary,9786579303,560001,Layered Transfer,RTGS,47511.86,87.202.67.172,OnePlus Nord 3,KT00042441,1,Mule Chain,7,Nirav Modi,560001,19,0.508,6,1.09,0.98,89.8,50,0,82.2,0.29,61.9,0,71.2,88.6,State Bank of India,Kotak Mahindra Bank
2025-07-01 14:05:27,SB3000379,Vijay Kumar,SB8108007,Savings,9391872669,380001,Purchase,UPI,2617.08,52.108.205.159,Samsung Galaxy A54,SB39381121,0,Normal,350,Anitha Reddy,380001,3,0.295,1,0.34,0.094,9.7,90,0,13.1,0.022,6.1,0,10.6,11.4,State Bank of India,State Bank of India
2025-07-01 09:02:09,SB3000001,Sanjay,SB00009100,Salary,9786579303,560001,Layered Transfer,NEFT,48616.08,193.44.216.9,iPhone 15,SB00029657,1,Mule Chain,8,Pradeep Yadav,800001,9,0.501,4,0.94,0.988,69.0,50,0,60.8,0.158,71.5,0,93.8,81.7,State Bank of India,State Bank of India
2025-07-01 12:36:06,SB3000242,Sakthi Prakash,SB00009199,Savings,9559225330,600001,Shared Device Txn,IMPS,47997.05,103.27.145.232,Xiaomi Redmi Note 13,SB74287772,1,Shared Device,3,Mukesh Joshi,160001,11,0.312,7,1.11,0.844,70.7,40,0,73.2,0.302,69.9,1,78.2,92.1,State Bank of India,State Bank of India
2025-07-01 13:37:15,SB3000332,Deepa Krishnan,SB8531486,Current,9648710142,400001,Purchase,IMPS,3714.23,148.6.119.6,Windows 11 PC,SB26650536,0,Normal,308,Rekha Singh,400001,3,0.186,1,0.29,0.012,10.6,80,0,9.0,0.022,17.8,0,8.6,15.9,State Bank of India,State Bank of India
2025-07-01 14:10:01,SB3000386,Rekha Singh,SB2918079,Current,9588100108,452001,Purchase,UPI,2734.5,140.74.109.82,MacBook Pro,SB14204135,0,Normal,457,Lakshmi Iyer,452001,1,0.287,2,0.34,0.196,8.2,70,0,22.4,0.048,18.7,0,9.0,14.5,State Bank of India,State Bank of India
2025-07-01 13:34:32,SB3000327,Vijay Kumar,SB4644931,Current,9541606556,560001,Purchase,IMPS,623.73,114.39.53.130,Realme Narzo 60,SB65042162,0,Normal,380,Anitha Reddy,560001,2,0.141,1,0.24,0.015,15.4,90,0,14.2,0.02,13.0,0,7.9,5.6,State Bank of India,State Bank of India
2025-07-01 10:49:58,SB3000121,Yogesh Nair,SB00009834,Current,9133729406,462001,Layered Transfer,RTGS,45108.82,115.28.81.17,Samsung Galaxy M34,YS00071678,1,Mule Chain,10,Ramesh Babu,530001,20,0.247,9,1.17,0.935,61.9,50,0,68.7,0.237,92.1,0,69.6,94.8,State Bank of India,YES Bank
2025-07-01 13:54:32,SB3000360,Lakshmi Iyer,SB4314245,Savings,9668113106,452001,Purchase,IMPS,4494.58,125.63.249.2,iPhone 14,SB98131849,0,Normal,278,Rekha Singh,452001,2,0.179,2,0.21,0.178,13.0,80,0,7.2,0.025,21.8,0,7.4,10.3,State Bank of India,State Bank of India
2025-07-01 11:51:19,SB3000188,Nirav Modi,KT00042441,Salary,9907308348,560001,Layered Transfer,UPI,45363.89,144.45.95.51,Oppo Reno 11,AX00035760,1,Mule Chain,10,Amit Khanna,641001,8,0.214,7,1.01,0.923,84.8,40,1,84.0,0.207,70.6,1,88.4,90.0,Kotak Mahindra Bank,Axis Bank
2025-07-01 13:50:42,SB3000354,Vijay Kumar,SB7243511,Salary,9805789882,700001,Purchase,IMPS,4106.13,174.83.214.211,iPhone 14,SB52461165,0,Normal,553,Lakshmi Iyer,700001,2,0.105,1,0.12,0.025,6.6,90,0,13.1,0.02,6.8,0,18.6,16.7,State Bank of India,State Bank of India
2025-07-01 14:44:41,SB3000440,Priya Nair,SB4273782,Savings,9624378881,110001,Purchase,UPI,1860.31,92.218.227.134,iPhone 14,SB70914632,0,Normal,301,Arjun Sharma,110001,3,0.241,1,0.23,0.086,8.9,70,0,24.9,0.038,7.3,0,10.3,6.2,State Bank of India,State Bank of India
2025-07-01 10:26:20,SB3000094,Sanjay,SB00009100,Current,9786579303,560001,Layered Transfer,UPI,44587.49,81.29.123.225,Oppo Reno 11,ID00012226,1,Mule Chain,9,Pradeep Yadav,452001,8,0.547,6,0.94,0.953,60.3,60,0,90.6,0.363,63.3,1,68.8,83.9,State Bank of India,IDFC FIRST Bank
2025-07-01 14:39:27,SB3000431,Rahul Gupta,SB8825556,Savings,9485176589,400001,Purchase,NEFT,3195.96,162.111.209.15,MacBook Pro,SB20676603,0,Normal,291,Deepa Krishnan,400001,1,0.188,2,0.33,0.055,18.0,70,0,9.5,0.013,22.4,0,14.8,8.5,State Bank of India,State Bank of India
2025-07-01 14:31:09,SB3000417,Vijay Kumar,SB3066894,Current,9257030842,440001,Purchase,IMPS,127.86,56.123.87.131,Motorola G84,SB36890661,0,Normal,393,Rahul Gupta,440001,2,0.158,1,0.39,0.099,15.0,80,0,12.7,0.041,14.3,0,17.2,7.2,State Bank of India,State Bank of India
2025-07-01 13:59:31,SB3000368,Anitha Reddy,SB3684405,Salary,9333869257,400001,Purchase,IMPS,3489.67,151.233.132.78,OnePlus Nord 3,SB49777260,0,Normal,512,Vijay Kumar,400001,3,0.124,1,0.11,0.048,5.6,70,0,23.8,0.017,7.7,0,18.1,5.8,State Bank of India,State Bank of India
2025-07-01 13:43:17,SB3000343,Lakshmi Iyer,SB4272848,Salary,9253718427,226001,Purchase,IMPS,4383.65,220.16.65.128,Samsung Galaxy M34,SB50446284,0,Normal,576,Rahul Gupta,226001,1,0.279,1,0.24,0.108,8.7,70,0,20.1,0.035,6.8,0,11.5,15.7,State Bank of India,State Bank of India
2025-07-01 14:21:06,SB3000402,Priya Nair,SB2763884,Current,9838303704,500001,Purchase,IMPS,2189.7,63.45.97.186,Realme 11 Pro,SB82149862,0,Normal,152,Priya Nair,500001,2,0.277,1,0.13,0.189,6.1,80,0,18.8,0.041,12.6,0,15.5,18.9,State Bank of India,State Bank of India
2025-07-01 12:40:08,SB3000251,Nirav Modi,ID00070352,Savings,9369953851,160001,Shared Device Txn,UPI,47990.67,103.27.145.232,Xiaomi Redmi Note 13,SB51262331,1,Shared Device,5,Ramesh Babu,500001,11,0.335,4,0.84,0.955,82.7,40,0,66.1,0.177,84.8,1,77.8,79.1,IDFC FIRST Bank,State Bank of India
2025-07-01 09:35:11,SB3000035,Yogesh Nair,HD00014238,Current,9508157429,302001,Layered Transfer,IMPS,44170.82,182.186.83.95,Oppo Reno 11,SB00009199,1,Mule Chain,4,Sakthi Prakash,600001,20,0.224,8,1.24,0.855,84.8,50,1,74.7,0.202,73.0,1,87.2,88.6,HDFC Bank,State Bank of India
2025-07-01 15:02:25,SB3000467,Arjun Sharma,SB2386477,Current,9836657349,440001,Purchase,IMPS,525.0,123.6.82.82,iPhone 14,SB87132540,0,Normal,409,Lakshmi Iyer,440001,3,0.191,2,0.3,0.134,11.3,70,0,11.1,0.017,17.7,0,14.1,17.0,State Bank of India,State Bank of India
2025-07-01 09:03:34,SB3000002,Sanjay,SB00009100,Salary,9786579303,560001,Layered Transfer,IMPS,46358.1,49.133.91.149,Xiaomi Redmi Note 13,SB00029657,1,Mule Chain,2,Pradeep Yadav,800001,11,0.409,5,1.31,0.897,79.2,40,1,91.5,0.157,61.6,1,60.1,97.2,State Bank of India,State Bank of India
2025-07-01 11:38:50,SB3000176,Sakthi Prakash,SB00009199,Savings,9721609600,600001,Layered Transfer,NEFT,49716.13,103.42.240.225,iPhone 15,SB87990837,1,Mule Chain,11,Lalit Modi,500001,18,0.526,9,1.24,0.859,80.8,40,0,77.1,0.195,79.5,1,88.2,85.5,State Bank of India,State Bank of India
2025-07-01 14:41:10,SB3000434,Lakshmi Iyer,SB1546929,Salary,9879815487,530001,Purchase,UPI,1917.83,186.40.39.246,OnePlus Nord 3,SB85887023,0,Normal,407,Lakshmi Iyer,530001,3,0.247,1,0.28,0.132,12.8,80,0,10.4,0.043,10.9,0,8.7,8.6,State Bank of India,State Bank of India
2025-07-01 10:32:00,SB3000100,Pradeep Yadav,ID00012226,Current,9885879795,452001,Layered Transfer,UPI,44341.65,214.64.65.169,Xiaomi Mi 11X,YS00022643,1,Mule Chain,12,Puneet Arora,800001,13,0.242,8,0.9,0.852,74.9,60,1,65.8,0.138,87.3,1,85.7,77.8,IDFC FIRST Bank,YES Bank
2025-07-01 13:26:48,SB3000314,Anitha Reddy,SB2014873,Savings,9434649743,110001,Purchase,IMPS,2190.52,186.183.159.150,Motorola G84,SB29545414,0,Normal,225,Rahul Gupta,110001,2,0.221,2,0.21,0.002,13.8,90,0,7.9,0.016,21.4,0,13.4,5.8,State Bank of India,State Bank of India
2025-07-01 12:59:52,SB3000270,Yogesh Nair,HD00014238,Current,9508157429,110001,Impossible Travel,UPI,47947.84,103.69.212.214,Oppo Reno 11,SB18533790,1,Impossible Travel,18,Subash Giri,600001,17,0.368,3,1.04,0.976,85.3,50,0,70.9,0.243,77.5,1,73.0,91.3,HDFC Bank,State Bank of India
2025-07-01 14:43:00,SB3000437,Anitha Reddy,SB9880342,Current,9553504191,800001,Purchase,NEFT,654.72,198.123.150.31,Realme Narzo 60,SB55183120,0,Normal,452,Arjun Sharma,800001,3,0.109,2,0.38,0.182,14.5,90,0,21.7,0.018,14.5,0,7.0,7.8,State Bank of India,State Bank of India
2025-07-01 13:29:43,SB3000319,Deepa Krishnan,SB9705569,Current,9292198192,452001,Purchase,NEFT,3568.18,154.247.253.122,Xiaomi Redmi Note 13,SB88005556,0,Normal,355,Priya Nair,452001,1,0.144,1,0.24,0.047,8.3,80,0,22.8,0.031,23.7,0,10.6,13.3,State Bank of India,State Bank of India
2025-07-01 11:28:20,SB3000161,Sanjay,SB00009100,Savings,9786579303,560001,Layered Transfer,IMPS,48347.86,163.178.177.247,OnePlus Nord 3,SB00097434,1,Mule Chain,11,Sandeep Jain,110001,14,0.359,6,1.2,0.889,71.3,40,0,77.6,0.202,64.1,1,90.7,94.5,State Bank of India,State Bank of India
2025-07-01 09:54:21,SB3000059,Kailash Borah,YS00085259,Salary,9592688426,500001,Layered Transfer,UPI,45650.35,55.126.134.192,Xiaomi Redmi Note 13,SB00009199,1,Mule Chain,7,Sakthi Prakash,600001,18,0.395,5,1.33,0.88,75.4,40,0,61.4,0.314,88.1,1,65.2,96.4,YES Bank,State Bank of India
2025-07-01 14:47:42,SB3000445,Anitha Reddy,SB4459475,Salary,9218450490,160001,Purchase,IMPS,3061.54,53.10.10.206,Vivo V29,SB22113513,0,Normal,549,Deepa Krishnan,160001,2,0.253,1,0.3,0.104,10.4,70,0,24.7,0.043,12.9,0,15.8,9.4,State Bank of India,State Bank of India
2025-07-01 10:48:16,SB3000119,Sanjay,SB00009100,Current,9786579303,560001,Layered Transfer,UPI,45924.15,179.214.57.107,Motorola G84,SB00009834,1,Mule Chain,11,Yogesh Nair,462001,11,0.524,7,1.35,0.968,89.7,60,1,69.2,0.296,80.0,1,61.3,81.6,State Bank of India,State Bank of India
2025-07-01 12:15:56,SB3000212,Ramesh Babu,PN00091111,Current,9781007818,302001,Layered Transfer,NEFT,47257.1,145.128.26.24,MacBook Pro,BB00006778,1,Mule Chain,9,Nilesh Desai,462001,15,0.449,5,1.09,0.932,69.7,40,1,84.7,0.134,76.9,0,65.0,92.6,Punjab National Bank,Punjab National Bank
2025-07-01 14:21:58,SB3000403,Rahul Gupta,SB3118772,Current,9258915379,600001,Purchase,IMPS,4441.24,125.228.62.134,Google Pixel 8,SB42282510,0,Normal,445,Rahul Gupta,600001,3,0.198,2,0.2,0.146,8.4,80,0,20.3,0.037,12.1,0,17.5,8.6,State Bank of India,State Bank of India
2025-07-01 13:44:38,SB3000345,Lakshmi Iyer,SB4750560,Current,9224221153,380001,Purchase,NEFT,456.65,42.174.96.191,iPhone 15,SB86885150,0,Normal,338,Anitha Reddy,380001,2,0.291,1,0.19,0.118,7.8,80,0,24.6,0.019,12.3,0,15.2,16.9,State Bank of India,State Bank of India
2025-07-01 12:48:03,SB3000259,Nilesh Desai,BB00006778,Current,9103807155,110001,Impossible Travel,UPI,45748.41,103.69.212.214,iPhone 14,SB93478965,1,Impossible Travel,13,Rajesh Gupta,600001,13,0.365,7,1.26,0.969,66.1,50,0,81.6,0.223,71.5,1,78.6,94.6,Punjab National Bank,State Bank of India
2025-07-01 10:27:50,SB3000096,Sanjay,SB00009100,Savings,9786579303,560001,Layered Transfer,UPI,46260.11,81.29.123.225,iPhone 14,ID00012226,1,Mule Chain,8,Pradeep Yadav,452001,12,0.425,8,0.9,0.93,55.3,50,1,72.3,0.164,86.2,1,81.6,85.6,State Bank of India,IDFC FIRST Bank
