timestamp,txn_id,name,account_number,account_type,mobile_number,pincode,narration,trans_type,amount,ip_address,device,receiver_account,is_fraud,fraud_type,account_age_days,receiver_name,receiver_pincode,velocity_l6h,churn_rate,ip_account_density,amount_deviation_ratio,daily_limit_fraction,user_risk_score,device_trust_score,is_rooted_or_emulator,device_risk_score,merchant_chargeback_rate,merchant_risk_score,is_vpn_or_proxy,network_risk_score,risk_score
2025-06-01 09:02:29,2987010,Suresh Babu,SB00016496,Savings,9985211159,560001,Purchase Category C,Mobile Banking,75.89,103.195.191.224,Windows,COLL32,0,Normal,446.0,Karan Malhotra,560001,3.0,0.172,1,0.51,0.001,20.8,85.0,0,15.0,0.125,62.8,0,24.3,30.7
2025-06-01 09:02:35,2987011,Vijay Kumar,SB00004461,Salary,9424572585,110001,Purchase Category C,Mobile Banking,16.5,103.42.240.225,Unknown Device,COLL56,0,Normal,281.0,Karan Malhotra,110001,3.0,0.211,2,0.11,0.0,10.4,70.0,0,20.0,0.125,56.2,1,84.9,42.9
2025-06-01 09:02:44,2987012,Sindhu Rao,SB00003786,Savings,9851328361,560001,Purchase Category W,Online Transfer,50.0,103.191.235.226,Unknown Device,COLL99,0,Normal,405.0,Anjali Gupta,560001,1.0,0.168,1,0.34,0.0,16.1,70.0,0,20.0,0.005,15.2,0,21.3,18.1
2025-06-01 09:03:05,2987013,Manoj Patel,SB00012866,Salary,9581151396,110001,Purchase Category W,Online Transfer,40.0,103.2.100.227,Unknown Device,COLL42,0,Normal,387.0,Karan Malhotra,110001,2.0,0.282,1,0.27,0.0,17.5,70.0,0,20.0,0.005,15.8,0,9.1,15.6
2025-06-01 09:03:16,2987014,Manoj Patel,SB00011839,Savings,9668015345,560001,Purchase Category W,Online Transfer,10.5,103.16.157.228,Unknown Device,COLL69,0,Normal,240.0,Anjali Gupta,560001,3.0,0.164,2,0.07,0.0,11.3,70.0,0,20.0,0.005,8.7,0,24.6,16.1
2025-06-01 09:03:38,2987015,Manoj Patel,SB00007055,Current,9108289081,110001,Purchase Category W,Online Transfer,57.95,103.167.122.229,Unknown Device,COLL30,0,Normal,202.0,Anjali Gupta,110001,3.0,0.111,1,0.39,0.0,15.7,70.0,0,20.0,0.005,10.4,0,23.5,17.4
2025-06-01 09:03:40,2987016,Arun Menon,SB00001790,Current,9444448142,110001,Purchase Category H,Net Banking,30.0,103.212.9.230,MacOS,COLL82,0,Normal,211.0,Anjali Gupta,110001,3.0,0.271,1,0.2,0.0,11.7,85.0,0,15.0,0.005,11.2,0,13.6,12.9
2025-06-01 09:04:28,2987017,Arjun Sharma,SB00011492,Savings,9752625444,110001,Purchase Category H,Net Banking,100.0,103.66.149.231,Windows,COLL49,0,Normal,262.0,Priya Sharma,110001,3.0,0.205,2,0.67,0.001,20.4,85.0,0,15.0,0.005,8.9,0,21.6,16.5
2025-06-01 09:05:25,2987018,Rahul Gupta,SB00004663,Savings,9629310734,560001,Purchase Category W,Online Transfer,47.95,103.27.145.232,Unknown Device,COLL83,0,Normal,330.0,Karan Malhotra,560001,2.0,0.367,2,0.32,0.0,16.6,70.0,0,20.0,0.005,7.0,0,22.9,16.6
2025-06-01 09:05:30,2987019,Suresh Babu,SB00007005,Savings,9448214252,110001,Purchase Category W,Online Transfer,186.0,103.248.46.233,Unknown Device,COLL41,0,Normal,336.0,Karan Malhotra,110001,1.0,0.185,1,1.25,0.001,30.6,70.0,0,20.0,0.005,11.7,0,21.9,21.0
2025-06-01 09:06:01,2987020,Arjun Sharma,SB00007875,Current,9349930659,600040,Purchase Category W,Online Transfer,39.0,103.220.5.234,Unknown Device,COLL88,0,Normal,441.0,Priya Sharma,600040,3.0,0.215,1,0.26,0.0,13.8,70.0,0,20.0,0.005,10.2,0,20.7,16.2
2025-06-01 09:06:09,2987021,Suresh Babu,SB00011401,Savings,9566070792,110001,Purchase Category W,Online Transfer,159.95,103.5.155.235,Unknown Device,COLL60,0,Normal,120.0,Priya Sharma,110001,2.0,0.367,1,1.07,0.001,24.9,70.0,0,20.0,0.005,9.3,0,11.2,16.4
2025-06-01 09:06:26,2987022,Meena Pillai,SB00001724,Savings,9754431889,600001,Purchase Category H,Net Banking,50.0,103.72.80.236,Unknown Device,COLL29,0,Normal,105.0,Karan Malhotra,600001,3.0,0.333,2,0.34,0.0,14.5,70.0,0,20.0,0.005,8.9,0,24.8,17.1
2025-06-01 09:06:48,2987023,Karthik Rajan,SB00002392,Current,9982141369,602117,Purchase Category W,Online Transfer,107.95,103.121.230.237,Unknown Device,COLL50,0,Normal,94.0,Anjali Gupta,602117,2.0,0.181,1,0.72,0.001,23.7,70.0,0,20.0,0.005,8.4,0,19.7,17.9
2025-06-01 09:07:01,2987024,Suresh Babu,SB00010112,Savings,9985404251,602117,Purchase Category W,Online Transfer,73.95,103.81.110.238,Unknown Device,COLL56,0,Normal,662.0,Priya Sharma,602117,3.0,0.271,2,0.5,0.0,22.0,70.0,0,20.0,0.005,15.9,0,23.7,20.4
2025-06-01 09:09:04,2987025,Sindhu Rao,SB00015385,Salary,9253592451,110001,Purchase Category W,Online Transfer,107.95,103.191.90.239,Unknown Device,COLL39,0,Normal,585.0,Anjali Gupta,110001,2.0,0.295,2,0.72,0.001,19.0,70.0,0,20.0,0.005,15.8,0,24.1,19.7
2025-06-01 09:09:05,2987026,Meena Pillai,SB00017868,Savings,9903407772,560001,Purchase Category W,Online Transfer,184.0,103.152.233.240,Unknown Device,COLL33,0,Normal,222.0,Anjali Gupta,560001,3.0,0.107,2,1.23,0.001,33.2,70.0,0,20.0,0.005,8.3,0,11.5,18.2
2025-06-01 09:09:32,2987027,Karthik Rajan,SB00011307,Current,9552702628,110001,Purchase Category W,Online Transfer,47.95,103.8.13.241,Unknown Device,COLL89,0,Normal,197.0,Priya Sharma,110001,2.0,0.317,2,0.32,0.0,19.1,70.0,0,20.0,0.005,15.1,0,23.1,19.3
2025-06-01 09:09:33,2987028,Sindhu Rao,SB00008431,Salary,9145930037,400001,Purchase Category W,Online Transfer,20.0,103.184.80.242,Unknown Device,COLL60,0,Normal,125.0,Karan Malhotra,400001,1.0,0.331,2,0.13,0.0,16.7,70.0,0,20.0,0.005,16.7,0,24.6,19.5
2025-06-01 09:09:39,2987029,Lakshmi Iyer,SB00012932,Current,9181823488,600001,Purchase Category W,Online Transfer,36.99,103.218.160.243,Unknown Device,COLL34,0,Normal,515.0,Anjali Gupta,600001,1.0,0.334,2,0.25,0.0,17.0,70.0,0,20.0,0.005,13.9,0,23.2,18.5
2025-06-01 09:09:54,2987030,Manoj Patel,SB00013276,Salary,9572517747,110001,Purchase Category W,Online Transfer,35.0,103.46.63.244,Unknown Device,COLL34,0,Normal,595.0,Anjali Gupta,110001,3.0,0.111,1,0.23,0.0,9.2,70.0,0,20.0,0.005,10.9,0,11.5,12.9
2025-06-01 09:09:58,2987031,Arun Menon,SB00006573,Savings,9860693939,600001,Purchase Category W,Online Transfer,363.89,103.190.221.245,Unknown Device,COLL82,0,Normal,542.0,Karan Malhotra,600001,1.0,0.328,1,2.44,0.002,50.1,70.0,0,20.0,0.005,8.0,0,15.3,23.3
2025-06-01 09:10:08,2987032,Meena Pillai,SB00007835,Salary,9794545244,600001,Purchase Category W,Online Transfer,200.0,103.106.115.246,Unknown Device,COLL30,0,Normal,632.0,Anjali Gupta,600001,2.0,0.257,1,1.34,0.001,27.2,70.0,0,20.0,0.005,9.9,0,17.1,18.6
2025-06-01 09:11:18,2987033,Sindhu Rao,SB00008613,Savings,9703491451,600040,Purchase Category W,Online Transfer,40.0,103.178.105.247,Unknown Device,COLL83,0,Normal,137.0,Anjali Gupta,600040,1.0,0.288,1,0.27,0.0,14.1,70.0,0,20.0,0.005,15.3,0,24.3,18.4
2025-06-01 09:12:15,2987034,Vijay Kumar,SB00017359,Savings,9667631721,110001,Purchase Category W,Online Transfer,107.95,103.232.131.248,Unknown Device,COLL61,0,Normal,342.0,Karan Malhotra,110001,3.0,0.29,2,0.72,0.001,16.6,70.0,0,20.0,0.005,15.4,0,16.9,17.2
2025-06-01 09:12:20,2987035,Vijay Kumar,SB00009766,Current,9671707486,602117,Purchase Category W,Online Transfer,107.95,103.162.62.249,Unknown Device,COLL63,0,Normal,657.0,Anjali Gupta,602117,2.0,0.101,2,0.72,0.001,25.2,70.0,0,20.0,0.005,8.1,0,16.6,17.5
2025-06-01 09:12:29,2987036,Suresh Babu,SB00004806,Current,9722151123,560001,Purchase Category W,Online Transfer,77.0,103.216.40.250,Unknown Device,COLL97,0,Normal,32.0,Priya Sharma,560001,1.0,0.371,2,0.52,0.001,13.7,70.0,0,20.0,0.005,15.9,0,24.5,18.5
2025-06-01 09:12:41,2987037,Vijay Kumar,SB00013249,Current,9842057103,110001,Purchase Category W,Online Transfer,21.95,103.91.242.251,Unknown Device,COLL10,0,Normal,276.0,Karan Malhotra,110001,2.0,0.367,1,0.15,0.0,17.2,70.0,0,20.0,0.005,11.1,0,7.3,13.9
2025-06-01 09:12:52,2987038,Priya Nair,SB00005463,Salary,9877135483,110001,Purchase Category S,UPI Payment,25.0,103.26.234.252,Unknown Device,COLL43,0,Normal,522.0,Priya Sharma,110001,3.0,0.36,1,0.17,0.0,8.3,70.0,0,20.0,0.125,60.4,0,13.7,25.6
2025-06-01 09:13:22,2987039,Suresh Babu,SB00012598,Salary,9446735800,110001,Purchase Category W,Online Transfer,39.95,103.197.221.253,Unknown Device,COLL29,0,Normal,365.0,Karan Malhotra,110001,2.0,0.139,2,0.27,0.0,18.6,70.0,0,20.0,0.005,15.7,0,18.3,18.1
2025-06-01 09:13:29,2987040,Deepa Krishnan,SB00013329,Salary,9750443607,400001,Purchase Category C,Mobile Banking,75.89,103.111.22.0,Windows,COLL64,0,Normal,133.0,Karan Malhotra,400001,2.0,0.118,1,0.51,0.001,13.4,85.0,0,15.0,0.125,55.7,0,20.0,26.0
2025-06-01 09:13:40,2987041,Arun Menon,SB00009002,Salary,9659372681,110001,Purchase Category W,Online Transfer,774.0,103.186.46.1,Unknown Device,COLL57,0,Normal,688.0,Anjali Gupta,110001,3.0,0.273,2,5.19,0.005,84.5,70.0,0,20.0,0.005,7.7,0,23.8,34.0
2025-06-01 09:13:53,2987042,Rekha Singh,SB00013085,Salary,9682131039,110001,Purchase Category W,Online Transfer,117.0,103.157.248.2,Unknown Device,COLL62,0,Normal,178.0,Karan Malhotra,110001,2.0,0.305,2,0.79,0.001,20.1,70.0,0,20.0,0.005,7.9,0,22.4,17.6
2025-06-01 09:14:08,2987043,Rekha Singh,SB00010776,Savings,9113972828,600040,Purchase Category W,Online Transfer,49.0,103.234.223.3,Unknown Device,COLL39,0,Normal,559.0,Priya Sharma,600040,2.0,0.14,1,0.33,0.0,14.7,70.0,0,20.0,0.005,16.6,0,20.9,18.1
2025-06-01 09:14:26,2987044,Deepa Krishnan,SB00009281,Current,9341285644,110001,Purchase Category W,Online Transfer,39.5,103.99.142.4,Unknown Device,COLL62,0,Normal,676.0,Anjali Gupta,110001,2.0,0.391,1,0.27,0.0,14.9,70.0,0,20.0,0.005,8.2,0,16.2,14.8
2025-06-01 09:14:35,2987045,Deepa Krishnan,SB00016132,Salary,9156107069,110001,Purchase Category W,Online Transfer,36.95,103.118.184.5,Unknown Device,COLL98,0,Normal,123.0,Karan Malhotra,110001,3.0,0.341,2,0.25,0.0,13.0,70.0,0,20.0,0.005,8.9,0,19.4,15.3
2025-06-01 09:14:45,2987046,Karthik Rajan,SB00012544,Savings,9552979722,110001,Purchase Category W,Online Transfer,49.0,103.100.75.6,Unknown Device,COLL47,0,Normal,86.0,Anjali Gupta,110001,1.0,0.206,1,0.33,0.0,19.5,70.0,0,20.0,0.005,8.4,0,22.9,17.7
2025-06-01 09:14:45,2987047,Manoj Patel,SB00004208,Savings,9724905478,560001,Purchase Category W,Online Transfer,15.0,103.100.102.7,Unknown Device,COLL42,0,Normal,104.0,Karan Malhotra,560001,3.0,0.194,1,0.1,0.0,11.1,70.0,0,20.0,0.005,7.1,0,15.6,13.5
2025-06-01 09:15:17,2987048,Lakshmi Iyer,SB00015885,Salary,9410393751,400001,Purchase Category C,Mobile Banking,42.29,103.14.82.8,Windows,COLL32,0,Normal,80.0,Priya Sharma,400001,2.0,0.234,2,0.28,0.0,13.2,85.0,0,15.0,0.125,58.0,1,84.1,42.6
2025-06-01 09:15:17,2987049,Arjun Sharma,SB00012730,Savings,9824025594,600040,Purchase Category C,UPI Payment,3.6,103.113.199.9,Windows,COLL11,0,Normal,320.0,Priya Sharma,600040,2.0,0.297,2,0.02,0.0,12.3,85.0,0,15.0,0.125,61.4,1,90.5,44.8
2025-06-01 09:15:19,2987050,Lakshmi Iyer,SB00010045,Current,9187737532,602117,Purchase Category W,Online Transfer,117.0,103.121.228.10,Unknown Device,COLL64,0,Normal,99.0,Karan Malhotra,602117,1.0,0.345,2,0.79,0.001,18.9,70.0,0,20.0,0.005,10.5,0,23.4,18.2
2025-06-01 09:15:28,2987051,Suresh Babu,SB00007835,Salary,9422316841,600001,Purchase Category W,Online Transfer,226.0,103.78.25.11,Unknown Device,COLL96,0,Normal,401.0,Priya Sharma,600001,1.0,0.332,1,1.52,0.002,35.5,70.0,0,20.0,0.005,12.3,0,12.4,20.1
2025-06-01 09:15:33,2987052,Vijay Kumar,SB00007826,Salary,9175935532,600001,Purchase Category W,Online Transfer,117.0,103.238.120.12,Unknown Device,COLL42,0,Normal,319.0,Anjali Gupta,600001,2.0,0.293,1,0.79,0.001,21.7,70.0,0,20.0,0.005,7.9,0,15.0,16.1
2025-06-01 09:15:49,2987053,Anitha Reddy,SB00018018,Savings,9637254204,600040,Purchase Category W,Online Transfer,130.95,103.222.86.13,Unknown Device,COLL84,0,Normal,689.0,Anjali Gupta,600040,3.0,0.108,1,0.88,0.001,25.0,70.0,0,20.0,0.005,15.9,0,12.1,18.2
2025-06-01 09:16:41,2987054,Sindhu Rao,SB00018370,Savings,9457793706,600001,Purchase Category W,Online Transfer,34.0,103.64.165.14,Unknown Device,COLL54,0,Normal,126.0,Priya Sharma,600001,3.0,0.331,2,0.23,0.0,9.2,70.0,0,20.0,0.005,14.4,0,12.4,14.0
2025-06-01 09:16:53,2987055,Sindhu Rao,SB00003670,Savings,9415486236,110001,Purchase Category W,Online Transfer,210.95,103.132.88.15,Unknown Device,COLL78,0,Normal,173.0,Karan Malhotra,110001,2.0,0.354,2,1.42,0.001,26.8,70.0,0,20.0,0.005,15.3,0,18.3,20.1
2025-06-01 09:17:20,2987056,Deepa Krishnan,SB00001955,Savings,9119712021,400001,Purchase Category W,Online Transfer,500.0,103.223.38.16,Unknown Device,COLL23,0,Normal,609.0,Anjali Gupta,400001,2.0,0.187,1,3.36,0.003,61.5,70.0,0,20.0,0.005,13.0,0,9.8,26.1
2025-06-01 09:17:25,2987057,Manoj Patel,SB00011839,Current,9376059616,560001,Purchase Category H,Net Banking,50.0,103.190.41.17,SM-G930V Build/NRD90M,COLL63,0,Normal,678.0,Anjali Gupta,560001,3.0,0.25,1,0.34,0.0,19.4,30.0,1,80.0,0.005,10.8,0,10.8,30.2
2025-06-01 09:18:52,2987058,Balaji Natarajan,SB00016659,Savings,9219520819,600040,Purchase Category W,Online Transfer,380.21,103.62.177.18,Unknown Device,COLL82,0,Normal,136.0,Anjali Gupta,600040,3.0,0.266,2,2.55,0.003,51.5,70.0,0,20.0,0.005,13.5,0,22.0,26.8
2025-06-01 09:19:17,2987059,Suresh Babu,SB00009785,Current,9694105885,600001,Purchase Category W,Online Transfer,35.95,103.19.190.19,Unknown Device,COLL12,0,Normal,304.0,Anjali Gupta,600001,2.0,0.182,2,0.24,0.0,18.0,70.0,0,20.0,0.005,12.3,0,22.8,18.3
2025-06-01 09:19:41,2987060,Balaji Natarajan,SB00002213,Savings,9536561245,560001,Purchase Category W,Online Transfer,2454.0,103.109.230.20,Unknown Device,COLL96,0,Normal,446.0,Priya Sharma,560001,3.0,0.164,2,16.47,0.016,99.0,70.0,0,20.0,0.005,9.8,0,15.8,36.2
2025-06-01 09:19:56,2987061,Anitha Reddy,SB00012544,Savings,9640986413,110001,Purchase Category W,Online Transfer,58.95,103.43.79.21,Unknown Device,COLL51,0,Normal,248.0,Karan Malhotra,110001,1.0,0.397,1,0.4,0.0,19.5,70.0,0,20.0,0.005,13.8,0,23.1,19.1
2025-06-01 09:20:01,2987062,Karthik Rajan,SB00018132,Salary,9585704347,110001,Purchase Category W,Online Transfer,200.0,103.60.155.22,Unknown Device,COLL95,0,Normal,171.0,Priya Sharma,110001,1.0,0.327,1,1.34,0.001,31.1,70.0,0,20.0,0.005,7.6,0,8.8,16.9
2025-06-01 09:20:04,2987063,Sindhu Rao,SB00017967,Salary,9569098614,110001,Purchase Category W,Online Transfer,80.0,103.11.126.23,Unknown Device,COLL40,0,Normal,222.0,Anjali Gupta,110001,2.0,0.165,1,0.54,0.001,18.2,70.0,0,20.0,0.005,14.4,0,24.6,19.3
2025-06-01 09:20:11,2987064,Arun Menon,SB00003278,Savings,9160194857,110001,Purchase Category W,Online Transfer,250.0,103.158.113.24,Unknown Device,COLL51,0,Normal,458.0,Anjali Gupta,110001,1.0,0.388,2,1.68,0.002,34.9,70.0,0,20.0,0.005,14.2,0,5.3,18.6
2025-06-01 09:20:50,2987065,Vijay Kumar,SB00017188,Salary,9191330484,110001,Purchase Category W,Online Transfer,114.95,103.34.176.25,Unknown Device,COLL89,0,Normal,55.0,Priya Sharma,110001,1.0,0.394,2,0.77,0.001,17.0,70.0,0,20.0,0.005,11.8,0,7.0,13.9
2025-06-01 09:21:00,2987066,Rahul Gupta,SB00015333,Salary,9601025080,560001,Purchase Category H,Net Banking,300.0,103.56.172.26,Windows,COLL69,0,Normal,575.0,Anjali Gupta,560001,2.0,0.187,2,2.01,0.002,37.3,85.0,0,15.0,0.005,8.0,0,9.0,17.3
2025-06-01 09:21:04,2987067,Manoj Patel,SB00001240,Current,9528866785,600040,Purchase Category W,Online Transfer,445.0,103.20.89.27,Unknown Device,COLL60,0,Normal,183.0,Karan Malhotra,600040,1.0,0.349,2,2.99,0.003,53.3,70.0,0,20.0,0.005,12.5,0,17.5,25.8
2025-06-01 09:21:07,2987068,Rahul Gupta,SB00014076,Salary,9665604119,400001,Purchase Category C,Mobile Banking,3.08,103.130.253.28,Unknown Device,COLL43,0,Normal,232.0,Karan Malhotra,400001,3.0,0.213,1,0.02,0.0,7.8,70.0,0,20.0,0.125,63.0,1,87.2,44.5
2025-06-01 09:22:05,2987069,Arjun Sharma,SB00012866,Current,9632915588,110001,Purchase Category S,Net Banking,20.0,103.155.32.29,Unknown Device,COLL31,0,Normal,49.0,Priya Sharma,110001,2.0,0.282,2,0.13,0.0,14.3,70.0,0,20.0,0.125,60.8,0,8.2,25.8
2025-06-01 09:22:15,2987070,Suresh Babu,SB00003682,Savings,9754074390,602117,Purchase Category H,Net Banking,100.0,103.12.158.30,iOS Device,COLL83,0,Normal,573.0,Karan Malhotra,602117,2.0,0.232,1,0.67,0.001,23.8,90.0,0,10.0,0.005,12.8,0,24.9,17.9
2025-06-01 09:22:16,2987071,Meena Pillai,SB00001662,Salary,9861003326,110001,Purchase Category W,Online Transfer,59.0,103.205.251.31,Unknown Device,COLL93,0,Normal,361.0,Anjali Gupta,110001,1.0,0.174,2,0.4,0.0,15.3,70.0,0,20.0,0.005,13.2,0,5.3,13.4
2025-06-01 09:22:32,2987072,Sindhu Rao,SB00013832,Savings,9264498821,110001,Purchase Category C,Net Banking,6.77,103.239.235.32,BLADE A602 Build/MRA58K,COLL29,0,Normal,482.0,Karan Malhotra,110001,1.0,0.261,2,0.05,0.0,9.5,30.0,1,80.0,0.125,62.2,1,91.3,60.8
2025-06-01 09:22:39,2987073,Lakshmi Iyer,SB00001955,Savings,9480290005,400001,Purchase Category W,Online Transfer,554.0,103.236.118.33,Unknown Device,COLL60,0,Normal,662.0,Karan Malhotra,400001,3.0,0.361,1,3.72,0.004,70.7,70.0,0,20.0,0.005,16.3,0,19.6,31.6
2025-06-01 09:22:55,2987074,Anitha Reddy,SB00015885,Current,9882702112,400001,Purchase Category C,Mobile Banking,27.79,103.216.140.34,Windows,COLL78,0,Normal,312.0,Priya Sharma,400001,3.0,0.12,2,0.19,0.0,14.5,85.0,0,15.0,0.125,63.4,1,86.3,44.8
2025-06-01 09:22:59,2987075,Arun Menon,SB00004806,Savings,9815619672,560001,Purchase Category W,Online Transfer,68.5,103.163.94.35,Unknown Device,COLL95,0,Normal,524.0,Priya Sharma,560001,3.0,0.28,2,0.46,0.0,18.4,70.0,0,20.0,0.005,11.6,0,18.4,17.1
2025-06-01 09:23:07,2987076,Arun Menon,SB00018132,Current,9269984491,110001,Purchase Category W,Online Transfer,36.95,103.138.168.36,Unknown Device,COLL10,0,Normal,477.0,Priya Sharma,110001,2.0,0.297,2,0.25,0.0,8.9,70.0,0,20.0,0.005,12.3,0,17.2,14.6
2025-06-01 09:23:13,2987077,Suresh Babu,SB00003278,Current,9465746560,110001,Purchase Category W,Online Transfer,280.0,103.96.166.37,Unknown Device,COLL82,0,Normal,395.0,Priya Sharma,110001,1.0,0.266,2,1.88,0.002,43.0,70.0,0,20.0,0.005,10.3,0,5.9,19.8
2025-06-01 09:23:45,2987078,Rekha Singh,SB00014858,Savings,9907153551,602117,Purchase Category W,Online Transfer,300.0,103.111.131.38,Unknown Device,COLL70,0,Normal,380.0,Karan Malhotra,602117,3.0,0.383,2,2.01,0.002,39.3,70.0,0,20.0,0.005,12.1,0,18.2,22.4
2025-06-01 09:23:59,2987079,Deepa Krishnan,SB00004504,Current,9570993845,600040,Purchase Category C,Net Banking,28.7,103.75.251.39,Unknown Device,COLL11,0,Normal,303.0,Anjali Gupta,600040,3.0,0.346,2,0.19,0.0,15.1,70.0,0,20.0,0.125,62.4,1,83.9,45.4
2025-06-01 09:24:16,2987080,Manoj Patel,SB00007207,Savings,9698487454,110001,Purchase Category W,Online Transfer,60.0,103.41.181.40,Unknown Device,COLL33,0,Normal,32.0,Karan Malhotra,110001,3.0,0.107,2,0.4,0.0,12.1,70.0,0,20.0,0.005,12.0,0,5.5,12.4
2025-06-01 09:24:28,2987081,Suresh Babu,SB00017188,Current,9790661602,110001,Purchase Category W,Online Transfer,104.95,103.171.19.41,Unknown Device,COLL83,0,Normal,52.0,Karan Malhotra,110001,1.0,0.175,2,0.7,0.001,23.4,70.0,0,20.0,0.005,12.1,0,22.3,19.4
2025-06-01 09:24:59,2987082,Anitha Reddy,SB00015066,Savings,9227520992,600040,Purchase Category W,Online Transfer,280.0,103.76.166.42,Unknown Device,COLL56,0,Normal,212.0,Anjali Gupta,600040,3.0,0.379,1,1.88,0.002,37.5,70.0,0,20.0,0.005,9.3,0,19.4,21.5
2025-06-01 09:25:24,2987083,Lakshmi Iyer,SB00014695,Salary,9940905178,602117,Purchase Category W,Online Transfer,411.95,103.74.62.43,Unknown Device,COLL15,0,Normal,690.0,Anjali Gupta,602117,2.0,0.395,2,2.76,0.003,50.8,70.0,0,20.0,0.005,15.8,0,6.5,23.3
2025-06-01 09:25:28,2987084,Meena Pillai,SB00005583,Current,9192681798,600001,Purchase Category C,Online Transfer,125.67,103.32.185.44,Windows,COLL14,0,Normal,505.0,Karan Malhotra,600001,1.0,0.396,1,0.84,0.001,21.0,85.0,0,15.0,0.125,60.4,1,83.4,45.0
2025-06-01 09:25:35,2987085,Manoj Patel,SB00015885,Savings,9410248339,400001,Purchase Category C,UPI Payment,42.6,103.19.23.45,Unknown Device,COLL96,0,Normal,66.0,Priya Sharma,400001,2.0,0.22,1,0.29,0.0,13.2,70.0,0,20.0,0.125,56.3,1,89.3,44.7
2025-06-01 09:25:50,2987086,Priya Nair,SB00011815,Current,9316396778,600040,Purchase Category W,Online Transfer,44.5,103.145.95.46,Unknown Device,COLL40,0,Normal,459.0,Karan Malhotra,600040,2.0,0.234,1,0.3,0.0,11.9,70.0,0,20.0,0.005,10.9,0,10.1,13.2
2025-06-01 09:26:44,2987087,Rekha Singh,SB00001549,Salary,9686693262,400001,Purchase Category W,Online Transfer,88.95,103.203.226.47,Unknown Device,COLL48,0,Normal,565.0,Priya Sharma,400001,1.0,0.349,1,0.6,0.001,20.9,70.0,0,20.0,0.005,15.2,0,13.9,17.5
